tile_X_Y,image_fname,label_fname,class_name,xabs,yabs,width,height
tile_0_14,post\img\tile_0_14.jpg,post\label\tile_0_14.json,undamagedcommercialbuilding,396.0,221.0,459.0,285.0
tile_0_14,post\img\tile_0_14.jpg,post\label\tile_0_14.json,damagedcommercialbuilding,444.0,255.0,496.0,314.0
tile_0_14,post\img\tile_0_14.jpg,post\label\tile_0_14.json,undamagedcommercialbuilding,498.0,248.0,511.0,340.0
tile_0_14,post\img\tile_0_14.jpg,post\label\tile_0_14.json,undamagedcommercialbuilding,441.0,66.0,511.0,129.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,246.0,284.0,333.0,358.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,305.0,317.0,349.0,370.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,182.0,6.0,243.0,77.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,73.0,0.0,118.0,55.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,136.0,0.0,199.0,55.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,35.0,21.0,76.0,71.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,0.0,30.0,33.0,94.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,undamagedresidentialbuilding,210.0,71.0,254.0,115.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,238.0,75.0,312.0,148.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,262.0,108.0,340.0,182.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,298.0,138.0,362.0,211.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,174.0,200.0,231.0,252.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,undamagedresidentialbuilding,92.0,121.0,181.0,181.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,2.0,155.0,60.0,235.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,51.0,140.0,111.0,213.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,41.0,225.0,115.0,293.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,0.0,259.0,39.0,327.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,215.0,226.0,259.0,279.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,137.0,168.0,199.0,231.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,undamagedresidentialbuilding,318.0,339.0,382.0,413.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,324.0,177.0,391.0,239.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedcommercialbuilding,189.0,358.0,272.0,443.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedcommercialbuilding,113.0,327.0,194.0,403.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,110.0,259.0,176.0,338.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,0.0,369.0,79.0,464.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,58.0,446.0,113.0,511.0
tile_0_20,post\img\tile_0_20.jpg,post\label\tile_0_20.json,damagedresidentialbuilding,368.0,447.0,436.0,511.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,undamagedcommercialbuilding,435.0,167.0,487.0,328.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,damagedresidentialbuilding,248.0,13.0,326.0,95.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,damagedresidentialbuilding,165.0,0.0,247.0,82.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,damagedresidentialbuilding,111.0,0.0,167.0,36.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,damagedcommercialbuilding,321.0,0.0,410.0,65.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,damagedresidentialbuilding,209.0,114.0,251.0,164.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,damagedcommercialbuilding,28.0,21.0,184.0,151.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,damagedresidentialbuilding,167.0,94.0,212.0,149.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,undamagedresidentialbuilding,352.0,398.0,412.0,475.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,undamagedresidentialbuilding,295.0,398.0,359.0,459.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,undamagedresidentialbuilding,239.0,390.0,294.0,448.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,damagedresidentialbuilding,159.0,372.0,194.0,449.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,damagedresidentialbuilding,107.0,360.0,149.0,434.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,undamagedresidentialbuilding,292.0,249.0,337.0,296.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,damagedresidentialbuilding,244.0,238.0,285.0,291.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,damagedresidentialbuilding,204.0,228.0,243.0,291.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,damagedresidentialbuilding,140.0,209.0,213.0,306.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,undamagedresidentialbuilding,42.0,170.0,118.0,261.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,damagedresidentialbuilding,6.0,154.0,70.0,220.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,damagedresidentialbuilding,350.0,93.0,407.0,140.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,damagedresidentialbuilding,379.0,60.0,434.0,110.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,damagedresidentialbuilding,415.0,28.0,468.0,80.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,damagedresidentialbuilding,446.0,0.0,495.0,53.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,damagedresidentialbuilding,253.0,103.0,293.0,169.0
tile_0_21,post\img\tile_0_21.jpg,post\label\tile_0_21.json,damagedresidentialbuilding,413.0,403.0,473.0,476.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,damagedresidentialbuilding,328.0,423.0,386.0,502.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,damagedresidentialbuilding,389.0,437.0,436.0,498.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,damagedresidentialbuilding,448.0,447.0,490.0,511.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,damagedresidentialbuilding,335.0,311.0,394.0,375.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,damagedresidentialbuilding,297.0,215.0,344.0,262.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,damagedresidentialbuilding,227.0,206.0,284.0,267.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,damagedresidentialbuilding,19.0,255.0,92.0,323.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,undamagedresidentialbuilding,11.0,165.0,50.0,224.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,undamagedresidentialbuilding,55.0,180.0,110.0,236.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,damagedresidentialbuilding,237.0,88.0,290.0,149.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,undamagedresidentialbuilding,296.0,93.0,385.0,163.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,undamagedresidentialbuilding,425.0,101.0,477.0,175.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,damagedresidentialbuilding,31.0,45.0,63.0,102.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,damagedresidentialbuilding,69.0,55.0,104.0,111.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,damagedresidentialbuilding,105.0,64.0,142.0,123.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,damagedresidentialbuilding,137.0,69.0,166.0,124.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,damagedresidentialbuilding,167.0,76.0,224.0,136.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,damagedresidentialbuilding,264.0,2.0,318.0,66.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,damagedresidentialbuilding,325.0,14.0,372.0,70.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,damagedresidentialbuilding,381.0,21.0,436.0,97.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,damagedresidentialbuilding,269.0,279.0,326.0,358.0
tile_0_22,post\img\tile_0_22.jpg,post\label\tile_0_22.json,damagedresidentialbuilding,263.0,420.0,317.0,481.0
tile_0_23,post\img\tile_0_23.jpg,post\label\tile_0_23.json,damagedresidentialbuilding,122.0,44.0,190.0,94.0
tile_0_23,post\img\tile_0_23.jpg,post\label\tile_0_23.json,undamagedresidentialbuilding,134.0,74.0,201.0,122.0
tile_0_23,post\img\tile_0_23.jpg,post\label\tile_0_23.json,damagedresidentialbuilding,240.0,16.0,331.0,121.0
tile_0_23,post\img\tile_0_23.jpg,post\label\tile_0_23.json,undamagedresidentialbuilding,226.0,0.0,277.0,33.0
tile_0_23,post\img\tile_0_23.jpg,post\label\tile_0_23.json,damagedresidentialbuilding,101.0,0.0,163.0,65.0
tile_0_23,post\img\tile_0_23.jpg,post\label\tile_0_23.json,damagedcommercialbuilding,10.0,6.0,95.0,84.0
tile_0_23,post\img\tile_0_23.jpg,post\label\tile_0_23.json,damagedcommercialbuilding,38.0,69.0,124.0,154.0
tile_0_23,post\img\tile_0_23.jpg,post\label\tile_0_23.json,damagedcommercialbuilding,306.0,300.0,381.0,383.0
tile_0_23,post\img\tile_0_23.jpg,post\label\tile_0_23.json,undamagedresidentialbuilding,144.0,379.0,180.0,428.0
tile_0_23,post\img\tile_0_23.jpg,post\label\tile_0_23.json,undamagedresidentialbuilding,7.0,262.0,60.0,321.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,263.0,38.0,314.0,97.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,209.0,23.0,259.0,105.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,168.0,14.0,215.0,69.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,318.0,57.0,361.0,105.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,366.0,64.0,413.0,124.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,412.0,82.0,462.0,137.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,448.0,90.0,507.0,174.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,106.0,145.0,166.0,222.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,157.0,162.0,204.0,231.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,205.0,191.0,250.0,242.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,246.0,206.0,291.0,258.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,undamagedresidentialbuilding,291.0,216.0,333.0,266.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,330.0,226.0,376.0,282.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,371.0,238.0,425.0,297.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,424.0,263.0,494.0,326.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,464.0,296.0,511.0,364.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,474.0,379.0,511.0,427.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedcommercialbuilding,436.0,444.0,511.0,511.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,346.0,380.0,410.0,433.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,302.0,334.0,348.0,395.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,256.0,320.0,303.0,384.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,206.0,308.0,257.0,379.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,169.0,297.0,215.0,359.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,125.0,282.0,170.0,337.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,80.0,272.0,126.0,335.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,undamagedresidentialbuilding,27.0,254.0,87.0,333.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,0.0,248.0,38.0,324.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,undamagedresidentialbuilding,0.0,359.0,45.0,422.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,61.0,396.0,109.0,456.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,112.0,384.0,160.0,446.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,160.0,413.0,240.0,472.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,173.0,460.0,231.0,511.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,334.0,420.0,393.0,474.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,undamagedresidentialbuilding,308.0,458.0,370.0,511.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,undamagedcommercialbuilding,5.0,115.0,84.0,221.0
tile_0_88,post\img\tile_0_88.jpg,post\label\tile_0_88.json,damagedresidentialbuilding,48.0,0.0,93.0,45.0
tile_0_99,post\img\tile_0_99.jpg,post\label\tile_0_99.json,undamagedcommercialbuilding,227.0,46.0,353.0,156.0
tile_0_99,post\img\tile_0_99.jpg,post\label\tile_0_99.json,damagedcommercialbuilding,213.0,0.0,353.0,50.0
tile_0_99,post\img\tile_0_99.jpg,post\label\tile_0_99.json,damagedcommercialbuilding,358.0,96.0,432.0,352.0
tile_0_99,post\img\tile_0_99.jpg,post\label\tile_0_99.json,damagedcommercialbuilding,211.0,317.0,350.0,471.0
tile_0_99,post\img\tile_0_99.jpg,post\label\tile_0_99.json,damagedcommercialbuilding,472.0,292.0,511.0,347.0
tile_0_99,post\img\tile_0_99.jpg,post\label\tile_0_99.json,damagedcommercialbuilding,390.0,375.0,438.0,429.0
tile_0_99,post\img\tile_0_99.jpg,post\label\tile_0_99.json,damagedcommercialbuilding,473.0,446.0,511.0,496.0
tile_1_15,post\img\tile_1_15.jpg,post\label\tile_1_15.json,damagedcommercialbuilding,395.0,212.0,476.0,430.0
tile_1_15,post\img\tile_1_15.jpg,post\label\tile_1_15.json,damagedcommercialbuilding,449.0,435.0,491.0,511.0
tile_1_52,post\img\tile_1_52.jpg,post\label\tile_1_52.json,damagedcommercialbuilding,161.0,251.0,242.0,371.0
tile_1_52,post\img\tile_1_52.jpg,post\label\tile_1_52.json,damagedcommercialbuilding,82.0,312.0,122.0,360.0
tile_1_52,post\img\tile_1_52.jpg,post\label\tile_1_52.json,undamagedcommercialbuilding,5.0,241.0,77.0,346.0
tile_1_52,post\img\tile_1_52.jpg,post\label\tile_1_52.json,damagedcommercialbuilding,275.0,325.0,327.0,413.0
tile_1_52,post\img\tile_1_52.jpg,post\label\tile_1_52.json,damagedcommercialbuilding,332.0,272.0,375.0,374.0
tile_1_52,post\img\tile_1_52.jpg,post\label\tile_1_52.json,damagedcommercialbuilding,387.0,293.0,457.0,401.0
tile_1_52,post\img\tile_1_52.jpg,post\label\tile_1_52.json,damagedcommercialbuilding,180.0,427.0,219.0,511.0
tile_1_52,post\img\tile_1_52.jpg,post\label\tile_1_52.json,damagedcommercialbuilding,152.0,423.0,180.0,470.0
tile_1_52,post\img\tile_1_52.jpg,post\label\tile_1_52.json,damagedcommercialbuilding,126.0,471.0,173.0,511.0
tile_1_52,post\img\tile_1_52.jpg,post\label\tile_1_52.json,undamagedcommercialbuilding,113.0,405.0,151.0,468.0
tile_1_52,post\img\tile_1_52.jpg,post\label\tile_1_52.json,undamagedcommercialbuilding,216.0,444.0,245.0,487.0
tile_1_52,post\img\tile_1_52.jpg,post\label\tile_1_52.json,undamagedcommercialbuilding,248.0,441.0,278.0,469.0
tile_1_52,post\img\tile_1_52.jpg,post\label\tile_1_52.json,damagedcommercialbuilding,293.0,454.0,332.0,511.0
tile_1_52,post\img\tile_1_52.jpg,post\label\tile_1_52.json,undamagedcommercialbuilding,481.0,262.0,511.0,455.0
tile_1_52,post\img\tile_1_52.jpg,post\label\tile_1_52.json,undamagedcommercialbuilding,457.0,315.0,496.0,389.0
tile_1_66,post\img\tile_1_66.jpg,post\label\tile_1_66.json,undamagedresidentialbuilding,285.0,133.0,341.0,188.0
tile_1_66,post\img\tile_1_66.jpg,post\label\tile_1_66.json,undamagedresidentialbuilding,348.0,119.0,405.0,183.0
tile_1_66,post\img\tile_1_66.jpg,post\label\tile_1_66.json,undamagedresidentialbuilding,233.0,56.0,273.0,99.0
tile_1_66,post\img\tile_1_66.jpg,post\label\tile_1_66.json,undamagedresidentialbuilding,217.0,274.0,266.0,318.0
tile_1_66,post\img\tile_1_66.jpg,post\label\tile_1_66.json,undamagedresidentialbuilding,232.0,331.0,267.0,378.0
tile_1_66,post\img\tile_1_66.jpg,post\label\tile_1_66.json,damagedcommercialbuilding,334.0,369.0,382.0,473.0
tile_1_66,post\img\tile_1_66.jpg,post\label\tile_1_66.json,damagedresidentialbuilding,211.0,378.0,260.0,437.0
tile_1_66,post\img\tile_1_66.jpg,post\label\tile_1_66.json,undamagedresidentialbuilding,192.0,429.0,258.0,482.0
tile_1_86,post\img\tile_1_86.jpg,post\label\tile_1_86.json,undamagedcommercialbuilding,0.0,0.0,105.0,175.0
tile_1_86,post\img\tile_1_86.jpg,post\label\tile_1_86.json,undamagedcommercialbuilding,62.0,343.0,106.0,375.0
tile_1_86,post\img\tile_1_86.jpg,post\label\tile_1_86.json,damagedcommercialbuilding,371.0,21.0,410.0,138.0
tile_1_86,post\img\tile_1_86.jpg,post\label\tile_1_86.json,damagedcommercialbuilding,363.0,186.0,410.0,209.0
tile_1_86,post\img\tile_1_86.jpg,post\label\tile_1_86.json,damagedcommercialbuilding,411.0,242.0,466.0,296.0
tile_1_86,post\img\tile_1_86.jpg,post\label\tile_1_86.json,damagedcommercialbuilding,466.0,319.0,511.0,357.0
tile_1_86,post\img\tile_1_86.jpg,post\label\tile_1_86.json,damagedcommercialbuilding,475.0,374.0,511.0,453.0
tile_1_86,post\img\tile_1_86.jpg,post\label\tile_1_86.json,damagedcommercialbuilding,428.0,393.0,482.0,460.0
tile_1_86,post\img\tile_1_86.jpg,post\label\tile_1_86.json,damagedcommercialbuilding,392.0,437.0,442.0,486.0
tile_1_95,post\img\tile_1_95.jpg,post\label\tile_1_95.json,undamagedcommercialbuilding,167.0,345.0,242.0,426.0
tile_1_95,post\img\tile_1_95.jpg,post\label\tile_1_95.json,undamagedcommercialbuilding,120.0,388.0,196.0,459.0
tile_1_95,post\img\tile_1_95.jpg,post\label\tile_1_95.json,undamagedcommercialbuilding,222.0,396.0,264.0,439.0
tile_1_95,post\img\tile_1_95.jpg,post\label\tile_1_95.json,undamagedcommercialbuilding,212.0,292.0,292.0,381.0
tile_1_95,post\img\tile_1_95.jpg,post\label\tile_1_95.json,undamagedcommercialbuilding,328.0,228.0,452.0,329.0
tile_1_95,post\img\tile_1_95.jpg,post\label\tile_1_95.json,undamagedcommercialbuilding,413.0,166.0,511.0,278.0
tile_1_95,post\img\tile_1_95.jpg,post\label\tile_1_95.json,damagedcommercialbuilding,247.0,20.0,307.0,87.0
tile_1_95,post\img\tile_1_95.jpg,post\label\tile_1_95.json,damagedcommercialbuilding,149.0,13.0,210.0,83.0
tile_1_95,post\img\tile_1_95.jpg,post\label\tile_1_95.json,damagedcommercialbuilding,77.0,85.0,125.0,121.0
tile_1_95,post\img\tile_1_95.jpg,post\label\tile_1_95.json,undamagedcommercialbuilding,211.0,42.0,250.0,86.0
tile_1_95,post\img\tile_1_95.jpg,post\label\tile_1_95.json,undamagedcommercialbuilding,244.0,421.0,309.0,497.0
tile_1_95,post\img\tile_1_95.jpg,post\label\tile_1_95.json,undamagedcommercialbuilding,66.0,434.0,151.0,511.0
tile_1_95,post\img\tile_1_95.jpg,post\label\tile_1_95.json,undamagedcommercialbuilding,350.0,456.0,416.0,511.0
tile_1_95,post\img\tile_1_95.jpg,post\label\tile_1_95.json,damagedcommercialbuilding,421.0,298.0,511.0,402.0
tile_2_18,post\img\tile_2_18.jpg,post\label\tile_2_18.json,undamagedcommercialbuilding,113.0,214.0,281.0,388.0
tile_2_18,post\img\tile_2_18.jpg,post\label\tile_2_18.json,undamagedcommercialbuilding,274.0,349.0,362.0,421.0
tile_2_18,post\img\tile_2_18.jpg,post\label\tile_2_18.json,damagedcommercialbuilding,309.0,52.0,391.0,141.0
tile_2_18,post\img\tile_2_18.jpg,post\label\tile_2_18.json,damagedcommercialbuilding,366.0,99.0,458.0,188.0
tile_2_18,post\img\tile_2_18.jpg,post\label\tile_2_18.json,undamagedcommercialbuilding,434.0,165.0,489.0,224.0
tile_2_18,post\img\tile_2_18.jpg,post\label\tile_2_18.json,undamagedcommercialbuilding,470.0,196.0,511.0,256.0
tile_2_18,post\img\tile_2_18.jpg,post\label\tile_2_18.json,damagedcommercialbuilding,166.0,359.0,191.0,410.0
tile_2_18,post\img\tile_2_18.jpg,post\label\tile_2_18.json,damagedcommercialbuilding,120.0,333.0,166.0,381.0
tile_2_18,post\img\tile_2_18.jpg,post\label\tile_2_18.json,damagedcommercialbuilding,76.0,295.0,123.0,342.0
tile_2_18,post\img\tile_2_18.jpg,post\label\tile_2_18.json,damagedcommercialbuilding,49.0,279.0,74.0,329.0
tile_2_18,post\img\tile_2_18.jpg,post\label\tile_2_18.json,undamagedcommercialbuilding,41.0,352.0,83.0,401.0
tile_2_18,post\img\tile_2_18.jpg,post\label\tile_2_18.json,damagedcommercialbuilding,34.0,400.0,76.0,449.0
tile_2_18,post\img\tile_2_18.jpg,post\label\tile_2_18.json,damagedcommercialbuilding,36.0,449.0,75.0,493.0
tile_2_18,post\img\tile_2_18.jpg,post\label\tile_2_18.json,undamagedcommercialbuilding,201.0,403.0,244.0,435.0
tile_2_18,post\img\tile_2_18.jpg,post\label\tile_2_18.json,undamagedcommercialbuilding,219.0,434.0,260.0,486.0
tile_2_18,post\img\tile_2_18.jpg,post\label\tile_2_18.json,damagedcommercialbuilding,80.0,118.0,131.0,165.0
tile_2_18,post\img\tile_2_18.jpg,post\label\tile_2_18.json,damagedcommercialbuilding,477.0,386.0,511.0,460.0
tile_2_18,post\img\tile_2_18.jpg,post\label\tile_2_18.json,undamagedcommercialbuilding,392.0,472.0,457.0,511.0
tile_2_18,post\img\tile_2_18.jpg,post\label\tile_2_18.json,damagedcommercialbuilding,461.0,38.0,511.0,110.0
tile_2_18,post\img\tile_2_18.jpg,post\label\tile_2_18.json,damagedcommercialbuilding,215.0,0.0,321.0,88.0
tile_2_18,post\img\tile_2_18.jpg,post\label\tile_2_18.json,undamagedcommercialbuilding,389.0,0.0,461.0,29.0
tile_2_30,post\img\tile_2_30.jpg,post\label\tile_2_30.json,damagedresidentialbuilding,280.0,354.0,340.0,403.0
tile_2_30,post\img\tile_2_30.jpg,post\label\tile_2_30.json,damagedresidentialbuilding,348.0,358.0,384.0,403.0
tile_2_30,post\img\tile_2_30.jpg,post\label\tile_2_30.json,damagedresidentialbuilding,425.0,368.0,468.0,403.0
tile_2_30,post\img\tile_2_30.jpg,post\label\tile_2_30.json,damagedresidentialbuilding,493.0,370.0,511.0,414.0
tile_2_30,post\img\tile_2_30.jpg,post\label\tile_2_30.json,damagedresidentialbuilding,418.0,434.0,473.0,475.0
